COD UF,COD,NOME
23,2306504,Itapiúna
23,2306553,Itarema
23,2306603,Itatira
23,2306702,Jaguaretama
23,2306801,Jaguaribara
23,2306900,Jaguaribe
23,2307007,Jaguaruana
23,2307106,Jardim
23,2307205,Jati
23,2307254,Jijoca de Jericoacoara
23,2307304,Juazeiro do Norte
23,2307403,Jucás
23,2307502,Lavras da Mangabeira
23,2307601,Limoeiro do Norte
23,2307635,Madalena
23,2307650,Maracanaú
23,2307700,Maranguape
23,2307809,Marco
23,2307908,Martinópole
23,2308005,Massapê
23,2308104,Mauriti
23,2308203,Meruoca
23,2308302,Milagres
23,2308351,Milhã
23,2308377,Miraíma
23,2308401,Missão Velha
23,2308500,Mombaça
23,2308609,Monsenhor Tabosa
23,2308708,Morada Nova
23,2308807,Moraújo
23,2308906,Morrinhos
23,2309003,Mucambo
23,2309102,Mulungu
23,2309201,Nova Olinda
23,2309300,Nova Russas
23,2309409,Novo Oriente
23,2309458,Ocara
23,2309508,Orós
23,2309607,Pacajus
23,2309706,Pacatuba
23,2309805,Pacoti
23,2309904,Pacujá
23,2310001,Palhano
23,2310100,Palmácia
23,2310209,Paracuru
23,2310258,Paraipaba
23,2310308,Parambu
23,2310407,Paramoti
23,2310506,Pedra Branca
23,2310605,Penaforte
23,2310704,Pentecoste
23,2310803,Pereiro
23,2310852,Pindoretama
23,2310902,Piquet Carneiro
23,2310951,Pires Ferreira
23,2311009,Poranga
23,2311108,Porteiras
23,2311207,Potengi
23,2311231,Potiretama
23,2311264,Quiterianópolis
23,2311306,Quixadá
23,2311355,Quixelô
23,2311405,Quixeramobim
23,2311504,Quixeré
23,2311603,Redenção
23,2311702,Reriutaba
23,2311801,Russas
23,2311900,Saboeiro
23,2311959,Salitre
23,2312007,Santana do Acaraú
23,2312106,Santana do Cariri
23,2312205,Santa Quitéria
23,2312304,São Benedito
23,2312403,São Gonçalo do Amarante
23,2312502,São João do Jaguaribe
23,2312601,São Luís do Curu
23,2312700,Senador Pompeu
23,2312809,Senador Sá
23,2312908,Sobral
23,2313005,Solonópole
23,2313104,Tabuleiro do Norte
23,2313203,Tamboril
23,2313252,Tarrafas
23,2313302,Tauá
23,2313351,Tejuçuoca
23,2313401,Tianguá
23,2313500,Trairi
23,2313559,Tururu
23,2313609,Ubajara
23,2313708,Umari
23,2313757,Umirim
23,2313807,Uruburetama
23,2313906,Uruoca
23,2313955,Varjota
23,2314003,Várzea Alegre
23,2314102,Viçosa do Ceará
24,2400109,Acari
24,2400208,Açu
24,2400307,Afonso Bezerra
24,2400406,Água Nova
24,2400505,Alexandria
24,2400604,Almino Afonso
24,2400703,Alto do Rodrigues
24,2400802,Angicos
24,2400901,Antônio Martins
24,2401008,Apodi
24,2401107,Areia Branca
24,2401206,Arês
24,2401305,Augusto Severo
24,2401404,Baía Formosa
24,2401453,Baraúna
24,2401503,Barcelona
24,2401602,Bento Fernandes
24,2401651,Bodó
24,2401701,Bom Jesus
24,2401800,Brejinho
24,2401859,Caiçara do Norte
24,2401909,Caiçara do Rio do Vento
24,2402006,Caicó
24,2402105,Campo Redondo
24,2402204,Canguaretama
24,2402303,Caraúbas
24,2402402,Carnaúba dos dantas
24,2402501,Carnaubais
24,2402600,Ceará-Mirim
24,2402709,Cerro Corá
24,2402808,Coronel Ezequiel
24,2402907,Coronel João Pessoa
24,2403004,Cruzeta
24,2403103,Currais Novos
24,2403202,doutor Severiano
24,2403251,Parnamirim
24,2403301,Encanto
24,2403400,Equador
24,2403509,Espírito Santo
24,2403608,Extremoz
24,2403707,Felipe Guerra
24,2403756,Fernando Pedroza
24,2403806,Florânia
24,2403905,Francisco dantas
24,2404002,Frutuoso Gomes
24,2404101,Galinhos
24,2404200,Goianinha
24,2404309,Governador Dix-Sept Rosado
24,2404408,Grossos
24,2404507,Guamaré
24,2404606,Ielmo Marinho
24,2404705,Ipanguaçu
24,2404804,Ipueira
24,2404853,Itajá
24,2404903,Itaú
24,2405009,Jaçanã
24,2405108,Jandaíra
24,2405207,Janduís
24,2405306,Januário Cicco
24,2405405,Japi
24,2405504,Jardim de Angicos
24,2405603,Jardim de Piranhas
24,2405702,Jardim do Seridó
24,2405801,João Câmara
24,2405900,João Dias
24,2406007,José da Penha
24,2406106,Jucurutu
24,2406155,Jundiá
24,2406205,Lagoa D'anta
24,2406304,Lagoa de Pedras
24,2406403,Lagoa de Velhos
24,2406502,Lagoa Nova
24,2406601,Lagoa Salgada
24,2406700,Lajes
24,2406809,Lajes Pintadas
24,2406908,Lucrécia
24,2407005,Luís Gomes
24,2407104,Macaíba
24,2407203,Macau
24,2407252,Major Sales
24,2407302,Marcelino Vieira
24,2407401,Martins
24,2407500,Maxaranguape
24,2407609,Messias Targino
24,2407708,Montanhas
24,2407807,Monte Alegre
24,2407906,Monte das Gameleiras
24,2408003,Mossoró
24,2408102,Natal
24,2408201,Nísia Floresta
24,2408300,Nova Cruz
24,2408409,Olho-D'água do Borges
24,2408508,Ouro Branco
24,2408607,Paraná
24,2408706,Paraú
24,2408805,Parazinho
24,2408904,Parelhas
24,2408953,Rio do Fogo
24,2409100,Passa E Fica
24,2409209,Passagem
24,2409308,Patu
24,2409332,Santa Maria
24,2409407,Pau dos Ferros
24,2409506,Pedra Grande
24,2409605,Pedra Preta
24,2409704,Pedro Avelino
24,2409803,Pedro Velho
24,2409902,Pendências
24,2410009,Pilões
24,2410108,Poço Branco
24,2410207,Portalegre
24,2410256,Porto do Mangue
24,2410306,Serra Caiada
24,2410405,Pureza
24,2410504,Rafael Fernandes
24,2410603,Rafael Godeiro
24,2410702,Riacho da Cruz
24,2410801,Riacho de Santana
24,2410900,Riachuelo
24,2411007,Rodolfo Fernandes
24,2411056,Tibau
24,2411106,Ruy Barbosa
24,2411205,Santa Cruz
24,2411403,Santana do Matos
24,2411429,Santana do Seridó
24,2411502,Santo Antônio
24,2411601,São Bento do Norte
24,2411700,São Bento do Trairí
24,2411809,São Fernando
24,2411908,São Francisco do Oeste
24,2412005,São Gonçalo do Amarante
24,2412104,São João do Sabugi
24,2412203,São José de Mipibu
24,2412302,São José do Campestre
24,2412401,São José do Seridó
24,2412500,São Miguel
24,2412559,São Miguel do Gostoso
24,2412609,São Paulo do Potengi
24,2412708,São Pedro
24,2412807,São Rafael
24,2412906,São Tomé
24,2413003,São Vicente
24,2413102,Senador Elói de Souza
24,2413201,Senador Georgino Avelino
24,2413300,Serra de São Bento
24,2413359,Serra do Mel
24,2413409,Serra Negra do Norte
24,2413508,Serrinha
24,2413557,Serrinha dos Pintos
24,2413607,Severiano Melo
24,2413706,Sítio Novo
24,2413805,Taboleiro Grande
24,2413904,Taipu
24,2414001,Tangará
24,2414100,Tenente Ananias
24,2414159,Tenente Laurentino Cruz
24,2414209,Tibau do Sul
24,2414308,Timbaúba dos Batistas
24,2414407,Touros
24,2414456,Triunfo Potiguar
24,2414506,Umarizal
24,2414605,Upanema
24,2414704,Várzea
24,2414753,Venha-Ver
24,2414803,Vera Cruz
24,2414902,Viçosa
24,2415008,Vila Flor
25,2500106,Água Branca
25,2500205,Aguiar
25,2500304,Alagoa Grande
25,2500403,Alagoa Nova
25,2500502,Alagoinha
25,2500536,Alcantil
25,2500577,Algodão de Jandaíra
25,2500601,Alhandra
25,2500700,São João do Rio do Peixe
25,2500734,Amparo
25,2500775,Aparecida
25,2500809,Araçagi
25,2500908,Arara
25,2501005,Araruna
25,2501104,Areia
25,2501153,Areia de Baraúnas
25,2501203,Areial
25,2501302,Aroeiras
25,2501351,Assunção
25,2501401,Baía da Traição
25,2501500,Bananeiras
25,2501534,Baraúna
25,2501575,Barra de Santana
25,2501609,Barra de Santa Rosa
25,2501708,Barra de São Miguel
25,2501807,Bayeux
25,2501906,Belém
25,2502003,Belém do Brejo do Cruz
25,2502052,Bernardino Batista
25,2502102,Boa Ventura
25,2502151,Boa Vista
25,2502201,Bom Jesus
25,2502300,Bom Sucesso
25,2502409,Bonito de Santa Fé
25,2502508,Boqueirão
25,2502607,Igaracy
25,2502706,Borborema
25,2502805,Brejo do Cruz
25,2502904,Brejo dos Santos
25,2503001,Caaporã
25,2503100,Cabaceiras
25,2503209,Cabedelo
25,2503308,Cachoeira dos Índios
25,2503407,Cacimba de Areia
25,2503506,Cacimba de dentro
25,2503555,Cacimbas
25,2503605,Caiçara
25,2503704,Cajazeiras
25,2503753,Cajazeirinhas
25,2503803,Caldas Brandão
25,2503902,Camalaú
25,2504009,Campina Grande
25,2504033,Capim
25,2504074,Caraúbas
25,2504108,Carrapateira
25,2504157,Casserengue
25,2504207,Catingueira
25,2504306,Catolé do Rocha
25,2504355,Caturité
25,2504405,Conceição
25,2504504,Condado
25,2504603,Conde
25,2504702,Congo
25,2504801,Coremas
25,2504850,Coxixola
25,2504900,Cruz do Espírito Santo
25,2505006,Cubati
25,2505105,Cuité
25,2505204,Cuitegi
25,2505238,Cuité de Mamanguape
25,2505279,Curral de Cima
25,2505303,Curral Velho
25,2505352,damião
25,2505402,desterro
25,2505501,Vista Serrana
25,2505600,Diamante
25,2505709,dona Inês
25,2505808,Duas Estradas
25,2505907,Emas
25,2506004,Esperança
25,2506103,Fagundes
25,2506202,Frei Martinho
25,2506251,Gado Bravo
25,2506301,Guarabira
25,2506400,Gurinhém
25,2506509,Gurjão
25,2506608,Ibiara
25,2506707,Imaculada
25,2506806,Ingá
25,2506905,Itabaiana
25,2507002,Itaporanga
25,2507101,Itapororoca
25,2507200,Itatuba
25,2507309,Jacaraú
25,2507408,Jericó
25,2507507,João Pessoa
25,2507606,Juarez Távora
25,2507705,Juazeirinho
25,2507804,Junco do Seridó
25,2507903,Juripiranga
25,2508000,Juru
25,2508109,Lagoa
25,2508208,Lagoa de dentro
25,2508307,Lagoa Seca
25,2508406,Lastro
25,2508505,Livramento
25,2508554,Logradouro
25,2508604,Lucena
25,2508703,Mãe D'água
25,2508802,Malta
25,2508901,Mamanguape
25,2509008,Manaíra
25,2509057,Marcação
25,2509107,Mari
25,2509156,Marizópolis
25,2509206,Massaranduba
25,2509305,Mataraca
25,2509339,Matinhas
25,2509370,Mato Grosso
25,2509396,Maturéia
25,2509404,Mogeiro
25,2509503,Montadas
25,2509602,Monte Horebe
25,2509701,Monteiro
25,2509800,Mulungu
25,2509909,Natuba
25,2510006,Nazarezinho
25,2510105,Nova Floresta
25,2510204,Nova Olinda
25,2510303,Nova Palmeira
25,2510402,Olho D'água
25,2510501,Olivedos
25,2510600,Ouro Velho
25,2510659,Parari
25,2510709,Passagem
25,2510808,Patos
25,2510907,Paulista
25,2511004,Pedra Branca
25,2511103,Pedra Lavrada
25,2511202,Pedras de Fogo
25,2511301,Piancó
25,2511400,Picuí
25,2511509,Pilar
25,2511608,Pilões
25,2511707,Pilõezinhos
25,2511806,Pirpirituba
25,2511905,Pitimbu
25,2512002,Pocinhos
25,2512036,Poço dantas
25,2512077,Poço de José de Moura
25,2512101,Pombal
25,2512200,Prata
25,2512309,Princesa Isabel
25,2512408,Puxinanã
25,2512507,Queimadas
25,2512606,Quixaba
25,2512705,Remígio
25,2512721,Pedro Régis
25,2512747,Riachão
25,2512754,Riachão do Bacamarte
25,2512762,Riachão do Poço
25,2512788,Riacho de Santo Antônio
25,2512804,Riacho dos Cavalos
25,2512903,Rio Tinto
25,2513000,Salgadinho
25,2513109,Salgado de São Félix
25,2513158,Santa Cecília
25,2513208,Santa Cruz
25,2513307,Santa Helena
25,2513356,Santa Inês
25,2513406,Santa Luzia
25,2513505,Santana de Mangueira
25,2513604,Santana dos Garrotes
25,2513653,Joca Claudino
25,2513703,Santa Rita
25,2513802,Santa Teresinha
25,2513851,Santo André
25,2513901,São Bento
25,2513927,São Bentinho
25,2513943,São domingos do Cariri
25,2513968,São domingos
25,2513984,São Francisco
25,2514008,São João do Cariri
25,2514107,São João do Tigre
25,2514206,São José da Lagoa Tapada
25,2514305,São José de Caiana
25,2514404,São José de Espinharas
25,2514453,São José dos Ramos
25,2514503,São José de Piranhas
25,2514552,São José de Princesa
25,2514602,São José do Bonfim
25,2514651,São José do Brejo do Cruz
25,2514701,São José do Sabugi
25,2514800,São José dos Cordeiros
25,2514909,São Mamede
25,2515005,São Miguel de Taipu
25,2515104,São Sebastião de Lagoa de Roça
25,2515203,São Sebastião do Umbuzeiro
25,2515302,Sapé
25,2515401,São Vicente do Seridó
25,2515500,Serra Branca
25,2515609,Serra da Raiz
25,2515708,Serra Grande
25,2515807,Serra Redonda
25,2515906,Serraria
25,2515930,Sertãozinho
25,2515971,Sobrado
25,2516003,Solânea
25,2516102,Soledade
25,2516151,Sossêgo
25,2516201,Sousa
25,2516300,Sumé
25,2516409,Tacima
25,2516508,Taperoá
25,2516607,Tavares
25,2516706,Teixeira
25,2516755,Tenório
25,2516805,Triunfo
25,2516904,Uiraúna
25,2517001,Umbuzeiro
25,2517100,Várzea
25,2517209,Vieirópolis
25,2517407,Zabelê
26,2600054,Abreu E Lima
26,2600104,Afogados da Ingazeira
26,2600203,Afrânio
26,2600302,Agrestina
26,2600401,Água Preta
26,2600500,Águas Belas
26,2600609,Alagoinha
26,2600708,Aliança
26,2600807,Altinho
26,2600906,Amaraji
26,2601003,Angelim
26,2601052,Araçoiaba
26,2601102,Araripina
26,2601201,Arcoverde
26,2601300,Barra de Guabiraba
26,2601409,Barreiros
26,2601508,Belém de Maria
26,2601607,Belém do São Francisco
26,2601706,Belo Jardim
26,2601805,Betânia
26,2601904,Bezerros
26,2602001,Bodocó
26,2602100,Bom Conselho
26,2602209,Bom Jardim
26,2602308,Bonito
26,2602407,Brejão
26,2602506,Brejinho
26,2602605,Brejo da Madre de deus
26,2602704,Buenos Aires
26,2602803,Buíque
26,2602902,Cabo de Santo Agostinho
26,2603009,Cabrobó
26,2603108,Cachoeirinha
26,2603207,Caetés
26,2603306,Calçado
26,2603405,Calumbi
26,2603454,Camaragibe
26,2603504,Camocim de São Félix
26,2603603,Camutanga
26,2603702,Canhotinho
26,2603801,Capoeiras
26,2603900,Carnaíba
26,2603926,Carnaubeira da Penha
26,2604007,Carpina
26,2604106,Caruaru
26,2604155,Casinhas
26,2604205,Catende
26,2604304,Cedro
26,2604403,Chã de Alegria
26,2604502,Chã Grande
26,2604601,Condado
26,2604700,Correntes
26,2604809,Cortês
26,2604908,Cumaru
26,2605004,Cupira
26,2605103,Custódia
26,2605152,dormentes
26,2605202,Escada
26,2605301,Exu
26,2605400,Feira Nova
26,2605459,Fernando de Noronha
26,2605509,Ferreiros
26,2605608,Flores
26,2605707,Floresta
26,2605806,Frei Miguelinho
26,2605905,Gameleira
26,2606002,Garanhuns
26,2606101,Glória do Goitá
26,2606200,Goiana
26,2606309,Granito
26,2606408,Gravatá
26,2606507,Iati
26,2606606,Ibimirim
26,2606705,Ibirajuba
26,2606804,Igarassu
26,2606903,Iguaracy
26,2607000,Inajá
26,2607109,Ingazeira
26,2607208,Ipojuca
26,2607307,Ipubi
26,2607406,Itacuruba
26,2607505,Itaíba
26,2607604,Ilha de Itamaracá
26,2607653,Itambé
26,2607703,Itapetim
26,2607752,Itapissuma
26,2607802,Itaquitinga
26,2607901,Jaboatão dos Guararapes
26,2607950,Jaqueira
26,2608008,Jataúba
26,2608057,Jatobá
26,2608107,João Alfredo
26,2608206,Joaquim Nabuco
26,2608255,Jucati
26,2608305,Jupi
26,2608404,Jurema
26,2608453,Lagoa do Carro
26,2608503,Lagoa de Itaenga
26,2608602,Lagoa do Ouro
26,2608701,Lagoa dos Gatos
26,2608750,Lagoa Grande
26,2608800,Lajedo
26,2608909,Limoeiro
26,2609006,Macaparana
26,2609105,Machados
26,2609154,Manari
26,2609204,Maraial
26,2609303,Mirandiba
26,2609402,Moreno
26,2609501,Nazaré da Mata
26,2609600,Olinda
26,2609709,Orobó
26,2609808,Orocó
26,2609907,Ouricuri
26,2610004,Palmares
26,2610103,Palmeirina
26,2610202,Panelas
26,2610301,Paranatama
26,2610400,Parnamirim
26,2610509,Passira
26,2610608,Paudalho
26,2610707,Paulista
26,2610806,Pedra
26,2610905,Pesqueira
26,2611002,Petrolândia
26,2611101,Petrolina
26,2611200,Poção
26,2611309,Pombos
26,2611408,Primavera
26,2611507,Quipapá
26,2611533,Quixaba
26,2611606,Recife
26,2611705,Riacho das Almas
26,2611804,Ribeirão
26,2611903,Rio Formoso
26,2612000,Sairé
26,2612109,Salgadinho
26,2612208,Salgueiro
26,2612307,Saloá
26,2612406,Sanharó
26,2612455,Santa Cruz
26,2612471,Santa Cruz da Baixa Verde
26,2612505,Santa Cruz do Capibaribe
26,2612554,Santa Filomena
26,2612604,Santa Maria da Boa Vista
26,2612703,Santa Maria do Cambucá
26,2612802,Santa Terezinha
26,2612901,São Benedito do Sul
26,2613008,São Bento do Una
26,2613107,São Caitano
26,2613206,São João
26,2613305,São Joaquim do Monte
26,2613404,São José da Coroa Grande
26,2613503,São José do Belmonte
26,2613602,São José do Egito
26,2613701,São Lourenço da Mata
26,2613800,São Vicente Ferrer
26,2613909,Serra Talhada
26,2614006,Serrita
26,2614105,Sertânia
26,2614204,Sirinhaém
26,2614303,Moreilândia
26,2614402,Solidão
26,2614501,Surubim
26,2614600,Tabira
26,2614709,Tacaimbó
26,2614808,Tacaratu
26,2614857,Tamandaré
26,2615003,Taquaritinga do Norte
26,2615102,Terezinha
26,2615201,Terra Nova
26,2615300,Timbaúba
26,2615409,Toritama
26,2615508,Tracunhaém
26,2615607,Trindade
26,2615706,Triunfo
26,2615805,Tupanatinga
26,2615904,Tuparetama
26,2616001,Venturosa
26,2616100,Verdejante
26,2616183,Vertente do Lério
26,2616209,Vertentes
26,2616308,Vicência
26,2616407,Vitória de Santo Antão
26,2616506,Xexéu
27,2700102,Água Branca
27,2700201,Anadia
27,2700300,Arapiraca
27,2700409,Atalaia
27,2700508,Barra de Santo Antônio
27,2700607,Barra de São Miguel
27,2700706,Batalha
27,2700805,Belém
27,2700904,Belo Monte
27,2701001,Boca da Mata
27,2701100,Branquinha
27,2701209,Cacimbinhas
27,2701308,Cajueiro
27,2701357,Campestre
27,2701407,Campo Alegre
27,2701506,Campo Grande
27,2701605,Canapi
27,2701704,Capela
27,2701803,Carneiros
27,2701902,Chã Preta
27,2702009,Coité do Nóia
27,2702108,Colônia Leopoldina
27,2702207,Coqueiro Seco
27,2702306,Coruripe
27,2702355,Craíbas
27,2702405,delmiro Gouveia
27,2702504,dois Riachos
27,2702553,Estrela de Alagoas
27,2702603,Feira Grande
27,2702702,Feliz deserto
27,2702801,Flexeiras
27,2702900,Girau do Ponciano
27,2703007,Ibateguara
27,2703106,Igaci
27,2703205,Igreja Nova
27,2703304,Inhapi
27,2703403,Jacaré dos Homens
27,2703502,Jacuípe
27,2703601,Japaratinga
27,2703700,Jaramataia
27,2703759,Jequiá da Praia
27,2703809,Joaquim Gomes
27,2703908,Jundiá
27,2704005,Junqueiro
27,2704104,Lagoa da Canoa
27,2704203,Limoeiro de Anadia
27,2704302,Maceió
27,2704401,Major Isidoro
27,2704500,Maragogi
27,2704609,Maravilha
27,2704708,Marechal deodoro
27,2704807,Maribondo
27,2704906,Mar Vermelho
27,2705002,Mata Grande
27,2705101,Matriz de Camaragibe
27,2705200,Messias
27,2705309,Minador do Negrão
27,2705408,Monteirópolis
27,2705507,Murici
27,2705606,Novo Lino
27,2705705,Olho D'água das Flores
27,2705804,Olho D'água do Casado
27,2705903,Olho D'água Grande
27,2706000,Olivença
27,2706109,Ouro Branco
27,2706208,Palestina
27,2706307,Palmeira dos Índios
27,2706406,Pão de Açúcar
27,2706422,Pariconha
27,2706448,Paripueira
27,2706505,Passo de Camaragibe
27,2706604,Paulo Jacinto
27,2706703,Penedo
27,2706802,Piaçabuçu
27,2706901,Pilar
27,2707008,Pindoba
27,2707107,Piranhas
27,2707206,Poço das Trincheiras
27,2707305,Porto Calvo
27,2707404,Porto de Pedras
27,2707503,Porto Real do Colégio
27,2707602,Quebrangulo
27,2707701,Rio Largo
27,2707800,Roteiro
27,2707909,Santa Luzia do Norte
27,2708006,Santana do Ipanema
27,2708105,Santana do Mundaú
27,2708204,São Brás
27,2708303,São José da Laje
27,2708402,São José da Tapera
27,2708501,São Luís do Quitunde
27,2708600,São Miguel dos Campos
27,2708709,São Miguel dos Milagres
27,2708808,São Sebastião
27,2708907,Satuba
27,2708956,Senador Rui Palmeira
27,2709004,Tanque D'arca
27,2709103,Taquarana
27,2709152,Teotônio Vilela
27,2709202,Traipu
27,2709301,União dos Palmares
27,2709400,Viçosa
28,2800100,Amparo de São Francisco
28,2800209,Aquidabã
28,2800308,Aracaju
28,2800407,Arauá
28,2800506,Areia Branca
28,2800605,Barra dos Coqueiros
28,2800670,Boquim
28,2800704,Brejo Grande
28,2801009,Campo do Brito
28,2801108,Canhoba
28,2801207,Canindé de São Francisco
28,2801306,Capela
28,2801405,Carira
28,2801504,Carmópolis
28,2801603,Cedro de São João
28,2801702,Cristinápolis
28,2801900,Cumbe
28,2802007,Divina Pastora
28,2802106,Estância
28,2802205,Feira Nova
28,2802304,Frei Paulo
28,2802403,Gararu
28,2802502,General Maynard
28,2802601,Gracho Cardoso
28,2802700,Ilha das Flores
28,2802809,Indiaroba
28,2802908,Itabaiana
28,2803005,Itabaianinha
28,2803104,Itabi
28,2803203,Itaporanga D'ajuda
28,2803302,Japaratuba
28,2803401,Japoatã
28,2803500,Lagarto
28,2803609,Laranjeiras
28,2803708,Macambira
28,2803807,Malhada dos Bois
28,2803906,Malhador
28,2804003,Maruim
28,2804102,Moita Bonita
28,2804201,Monte Alegre de Sergipe
28,2804300,Muribeca
28,2804409,Neópolis
28,2804458,Nossa Senhora Aparecida
28,2804508,Nossa Senhora da Glória
28,2804607,Nossa Senhora das dores
28,2804706,Nossa Senhora de Lourdes
28,2804805,Nossa Senhora do Socorro
28,2804904,Pacatuba
28,2805000,Pedra Mole
28,2805109,Pedrinhas
28,2805208,Pinhão
28,2805307,Pirambu
28,2805406,Poço Redondo
28,2805505,Poço Verde
28,2805604,Porto da Folha
28,2805703,Propriá
28,2805802,Riachão do dantas
28,2805901,Riachuelo
28,2806008,Ribeirópolis
28,2806107,Rosário do Catete
28,2806206,Salgado
28,2806305,Santa Luzia do Itanhy
28,2806404,Santana do São Francisco
28,2806503,Santa Rosa de Lima
28,2806602,Santo Amaro das Brotas
28,2806701,São Cristóvão
28,2806800,São domingos
28,2806909,São Francisco
28,2807006,São Miguel do Aleixo
28,2807105,Simão Dias
28,2807204,Siriri
28,2807303,Telha
28,2807402,Tobias Barreto
28,2807501,Tomar do Geru
28,2807600,Umbaúba
29,2900108,Abaíra
29,2900207,Abaré
29,2900306,Acajutiba
29,2900355,Adustina
29,2900405,Água Fria
29,2900504,Érico Cardoso
29,2900603,Aiquara
29,2900702,Alagoinhas
29,2900801,Alcobaça
29,2900900,Almadina
29,2901007,Amargosa
29,2901106,Amélia Rodrigues
29,2901155,América dourada
29,2901205,Anagé
29,2901304,Andaraí
29,2901353,Andorinha
29,2901403,Angical
29,2901502,Anguera
29,2901601,Antas
29,2901700,Antônio Cardoso
29,2901809,Antônio Gonçalves
29,2901908,Aporá
29,2901957,Apuarema
29,2902005,Aracatu
29,2902054,Araças
29,2902104,Araci
29,2902203,Aramari
29,2902252,Arataca
29,2902302,Aratuípe
29,2902401,Aurelino Leal
29,2902500,Baianópolis
29,2902609,Baixa Grande
29,2902658,Banzaê
29,2902708,Barra
29,2902807,Barra da Estiva
29,2902906,Barra do Choça
29,2903003,Barra do Mendes
29,2903102,Barra do Rocha
29,2903201,Barreiras
29,2903235,Barro Alto
29,2903276,Barrocas
29,2903300,Barro Preto
29,2903409,Belmonte
29,2903508,Belo Campo
29,2903607,Biritinga
29,2903706,Boa Nova
29,2903805,Boa Vista do Tupim
29,2903904,Bom Jesus da Lapa
29,2903953,Bom Jesus da Serra
29,2904001,Boninal
29,2904050,Bonito
29,2904100,Boquira
29,2904209,Botuporã
29,2904308,Brejões
29,2904407,Brejolândia
29,2904506,Brotas de Macaúbas
29,2904605,Brumado
29,2904704,Buerarema
29,2904753,Buritirama
29,2904803,Caatiba
29,2904852,Cabaceiras do Paraguaçu
29,2904902,Cachoeira
29,2905008,Caculé
29,2905107,Caém
29,2905156,Caetanos
29,2905206,Caetité
29,2905305,Cafarnaum
29,2905404,Cairu
29,2905503,Caldeirão Grande
29,2905602,Camacan
29,2905701,Camaçari
29,2905800,Camamu
29,2905909,Campo Alegre de Lourdes
29,2906006,Campo Formoso
29,2906105,Canápolis
29,2906204,Canarana
29,2906303,Canavieiras
29,2906402,Candeal
29,2906501,Candeias
29,2906600,Candiba
29,2906709,Cândido Sales
29,2906808,Cansanção
29,2906824,Canudos
29,2906857,Capela do Alto Alegre
29,2906873,Capim Grosso
29,2906899,Caraíbas
29,2906907,Caravelas
29,2907004,Cardeal da Silva
29,2907103,Carinhanha
29,2907202,Casa Nova
29,2907301,Castro Alves
29,2907400,Catolândia
29,2907509,Catu
29,2907558,Caturama
29,2907608,Central
29,2907707,Chorrochó
29,2907806,Cícero dantas
29,2907905,Cipó
29,2908002,Coaraci
29,2908101,Cocos
29,2908200,Conceição da Feira
29,2908309,Conceição do Almeida
29,2908408,Conceição do Coité
29,2908507,Conceição do Jacuípe
29,2908606,Conde
29,2908705,Condeúba
29,2908804,Contendas do Sincorá
29,2908903,Coração de Maria
29,2909000,Cordeiros
29,2909109,Coribe
29,2909208,Coronel João Sá
29,2909307,Correntina
29,2909406,Cotegipe
29,2909505,Cravolândia
29,2909604,Crisópolis
29,2909703,Cristópolis
29,2909802,Cruz das Almas
29,2909901,Curaçá
29,2910008,Dário Meira
29,2910057,Dias D'ávila
29,2910107,dom Basílio
29,2910206,dom Macedo Costa
29,2910305,Elísio Medrado
29,2910404,Encruzilhada
29,2910503,Entre Rios
29,2910602,Esplanada
29,2910701,Euclides da Cunha
29,2910727,Eunápolis
29,2910750,Fátima
29,2910776,Feira da Mata
29,2910800,Feira de Santana
29,2910859,Filadélfia
29,2910909,Firmino Alves
29,2911006,Floresta Azul
29,2911105,Formosa do Rio Preto
29,2911204,Gandu
29,2911253,Gavião
29,2911303,Gentio do Ouro
29,2911402,Glória
29,2911501,Gongogi
29,2911600,Governador Mangabeira
29,2911659,Guajeru
29,2911709,Guanambi
29,2911808,Guaratinga
29,2911857,Heliópolis
29,2911907,Iaçu
29,2912004,Ibiassucê
29,2912103,Ibicaraí
29,2912202,Ibicoara
29,2912301,Ibicuí
29,2912400,Ibipeba
29,2912509,Ibipitanga
29,2912608,Ibiquera
29,2912707,Ibirapitanga
29,2912806,Ibirapuã
29,2912905,Ibirataia
29,2913002,Ibitiara
29,2913101,Ibititá
29,2913200,Ibotirama
29,2913309,Ichu
29,2913408,Igaporã
29,2913457,Igrapiúna
29,2913507,Iguaí
29,2913606,Ilhéus
29,2913705,Inhambupe
29,2913804,Ipecaetá
29,2913903,Ipiaú
29,2914000,Ipirá
29,2914109,Ipupiara
29,2914208,Irajuba
29,2914307,Iramaia
29,2914406,Iraquara
29,2914505,Irará
29,2914604,Irecê
29,2914653,Itabela
29,2914703,Itaberaba
29,2914802,Itabuna
29,2914901,Itacaré
29,2915007,Itaeté
29,2915106,Itagi
29,2915205,Itagibá
29,2915304,Itagimirim
29,2915353,Itaguaçu da Bahia
29,2915403,Itaju do Colônia
29,2915502,Itajuípe
29,2915601,Itamaraju
29,2915700,Itamari
29,2915809,Itambé
29,2915908,Itanagra
29,2916005,Itanhém
29,2916104,Itaparica
29,2916203,Itapé
29,2916302,Itapebi
29,2916401,Itapetinga
29,2916500,Itapicuru
29,2916609,Itapitanga
29,2916708,Itaquara
29,2916807,Itarantim
29,2916856,Itatim
29,2916906,Itiruçu
29,2917003,Itiúba
29,2917102,Itororó
29,2917201,Ituaçu
29,2917300,Ituberá
